chr1	0	1840000
chr1	1840000	6240000
chr1	6560000	8000000
chr1	8000000	8400000
chr1	8400000	8960000
chr1	9200000	9680000
chr1	9800000	10480000
chr1	10560000	11080000
chr1	11080000	11840000
chr1	12080000	12720000
chr1	12720000	15840000
chr1	15840000	16080000
chr1	16080000	16360000
chr1	16840000	17240000
chr1	17400000	19200000
chr1	19200000	19560000
chr1	19640000	20000000
chr1	20040000	20960000
chr1	21000000	21520000
chr1	21560000	23280000
chr1	23280000	24080000
chr1	24080000	25160000
chr1	25200000	25560000
chr1	25560000	26160000
chr1	26160000	26800000
chr1	26840000	27240000
chr1	27280000	28840000
chr1	29000000	31200000
chr1	31200000	33280000
chr1	33360000	33560000
chr1	33560000	33920000
chr1	33960000	35280000
chr1	35560000	36920000
chr1	36920000	38160000
chr1	38440000	39320000
chr1	39520000	40240000
chr1	40240000	40920000
chr1	41000000	41440000
chr1	41480000	43240000
chr1	43240000	43640000
chr1	43680000	43920000
chr1	44200000	44440000
chr1	44480000	45160000
chr1	45240000	46000000
chr1	46080000	46800000
chr1	46840000	48200000
chr1	48320000	50800000
chr1	50840000	51760000
chr1	51760000	52280000
chr1	52480000	53160000
chr1	53160000	53720000
chr1	53720000	54280000
chr1	54440000	55360000
chr1	55520000	57280000
chr1	57280000	58960000
chr1	59160000	60320000
chr1	60440000	62560000
chr1	62880000	63240000
chr1	63280000	63760000
chr1	64000000	64720000
chr1	64720000	65480000
chr1	65560000	66200000
chr1	66400000	67680000
chr1	67960000	68880000
chr1	68920000	71000000
chr1	71040000	75200000
chr1	75200000	76160000
chr1	76320000	77600000
chr1	77600000	78600000
chr1	78600000	79000000
chr1	79120000	80640000
chr1	80640000	82280000
chr1	82440000	84360000
chr1	84360000	85720000
chr1	85760000	86520000
chr1	86800000	87480000
chr1	87560000	89360000
chr1	89400000	90480000
chr1	90520000	91840000
chr1	91960000	93280000
chr1	93280000	94360000
chr1	94480000	94880000
chr1	94960000	95560000
chr1	95720000	97320000
chr1	97560000	99040000
chr1	99200000	100200000
chr1	100240000	101360000
chr1	101360000	101800000
chr1	101840000	104200000
chr1	104400000	108120000
chr1	108320000	109000000
chr1	109040000	109480000
chr1	109480000	110600000
chr1	110600000	112920000
chr1	112920000	113240000
chr1	113240000	113600000
chr1	113640000	114280000
chr1	114360000	115320000
chr1	115520000	116600000
chr1	116680000	117080000
chr1	117120000	117600000
chr1	117600000	118520000
chr1	118560000	120720000
chr1	120760000	121520000
chr1	142520000	143000000
chr1	143080000	143600000
chr1	143640000	145320000
chr1	146080000	149760000
chr1	149760000	150200000
chr1	150200000	151000000
chr1	151040000	151160000
chr1	151240000	152000000
chr1	152040000	153480000
chr1	153760000	153960000
chr1	154240000	155160000
chr1	155160000	156040000
chr1	156040000	156600000
chr1	156640000	156880000
chr1	157120000	160000000
chr1	160400000	161120000
chr1	161160000	161720000
chr1	161720000	162800000
chr1	162800000	163320000
chr1	163320000	165160000
chr1	165280000	165560000
chr1	165600000	166800000
chr1	166840000	167520000
chr1	167680000	168080000
chr1	168120000	169360000
chr1	169520000	169760000
chr1	169840000	171440000
chr1	171440000	172400000
chr1	172440000	174200000
chr1	174200000	175000000
chr1	175000000	176800000
chr1	176840000	177920000
chr1	178000000	178280000
chr1	178280000	179360000
chr1	179800000	180160000
chr1	180200000	180440000
chr1	180480000	181160000
chr1	181160000	182800000
chr1	182840000	184720000
chr1	184720000	185680000
chr1	185680000	186360000
chr1	186360000	186960000
chr1	186960000	189120000
chr1	190640000	192400000
chr1	192440000	193080000
chr1	193080000	195760000
chr1	196080000	197320000
chr1	197360000	197880000
chr1	197920000	198680000
chr1	198680000	199560000
chr1	199640000	200560000
chr1	200560000	201360000
chr1	201400000	201960000
chr1	202120000	202960000
chr1	203000000	203800000
chr1	203800000	204440000
chr1	204480000	205520000
chr1	205720000	206000000
chr1	206040000	206640000
chr1	206640000	207120000
chr1	207160000	209960000
chr1	210000000	211440000
chr1	211840000	212640000
chr1	212640000	213200000
chr1	213240000	214360000
chr1	214360000	214800000
chr1	214800000	215800000
chr1	215840000	218400000
chr1	218440000	220160000
chr1	220280000	220960000
chr1	220960000	221640000
chr1	221640000	222880000
chr1	222880000	223280000
chr1	223280000	224160000
chr1	224320000	225600000
chr1	225640000	226240000
chr1	226560000	228760000
chr1	228760000	229680000
chr1	229680000	230480000
chr1	230760000	231400000
chr1	231440000	233440000
chr1	233440000	234520000
chr1	234520000	235240000
chr1	235280000	235680000
chr1	235680000	236240000
chr1	236240000	240160000
chr1	240160000	240880000
chr1	240880000	241680000
chr1	241680000	242080000
chr1	242160000	243280000
chr1	243280000	244640000
chr1	244720000	246160000
chr1	246160000	246960000
chr1	247040000	249250621
chr2	0	1840000
chr2	1880000	3720000
chr2	3800000	7000000
chr2	7000000	8960000
chr2	8960000	9280000
chr2	9280000	9560000
chr2	9920000	10200000
chr2	10200000	10840000
chr2	10880000	11240000
chr2	11280000	11800000
chr2	11800000	13200000
chr2	13200000	15760000
chr2	15760000	17880000
chr2	17920000	20560000
chr2	20560000	20840000
chr2	20840000	24000000
chr2	24000000	25440000
chr2	25440000	25880000
chr2	26120000	26400000
chr2	26560000	27560000
chr2	27600000	27880000
chr2	27920000	29040000
chr2	29120000	30280000
chr2	30360000	30920000
chr2	30960000	32040000
chr2	32760000	33840000
chr2	33840000	36560000
chr2	36560000	37160000
chr2	37320000	38120000
chr2	38160000	39000000
chr2	39080000	39480000
chr2	39480000	40000000
chr2	40000000	40800000
chr2	40840000	42080000
chr2	42080000	43000000
chr2	43040000	43840000
chr2	43840000	45160000
chr2	45200000	45840000
chr2	45840000	46160000
chr2	46200000	47120000
chr2	47160000	47560000
chr2	47640000	48000000
chr2	48040000	48760000
