chr1	0	3360000
chr1	3640000	6240000
chr1	6560000	7720000
chr1	7720000	8400000
chr1	8480000	9560000
chr1	9800000	11040000
chr1	11080000	11840000
chr1	12120000	14160000
chr1	14280000	15840000
chr1	15840000	16080000
chr1	16120000	16320000
chr1	16400000	17280000
chr1	17400000	18920000
chr1	18920000	19200000
chr1	19400000	19600000
chr1	19640000	20000000
chr1	20000000	20840000
chr1	21000000	21520000
chr1	21560000	21920000
chr1	21960000	22320000
chr1	22360000	23280000
chr1	23280000	24080000
chr1	24320000	25560000
chr1	25560000	26160000
chr1	26160000	26800000
chr1	26880000	27240000
chr1	27280000	28000000
chr1	28280000	28840000
chr1	29080000	29440000
chr1	29560000	31440000
chr1	31640000	32080000
chr1	32840000	33280000
chr1	33360000	33560000
chr1	33560000	35240000
chr1	35320000	36800000
chr1	36920000	37920000
chr1	38000000	39360000
chr1	39520000	40240000
chr1	40280000	40920000
chr1	41040000	41440000
chr1	41480000	42640000
chr1	42640000	43240000
chr1	43240000	43640000
chr1	43680000	43960000
chr1	44200000	44440000
chr1	44480000	45200000
chr1	45200000	46040000
chr1	46080000	46720000
chr1	46880000	47640000
chr1	47880000	48200000
chr1	48200000	48560000
chr1	48560000	50840000
chr1	50840000	51760000
chr1	51800000	52480000
chr1	52520000	52800000
chr1	52840000	53680000
chr1	53720000	54240000
chr1	54320000	55360000
chr1	55480000	57280000
chr1	57280000	59040000
chr1	59160000	60320000
chr1	60400000	61240000
chr1	61520000	62640000
chr1	62640000	63240000
chr1	63280000	64000000
chr1	64040000	64720000
chr1	64720000	65320000
chr1	65680000	66160000
chr1	66160000	68000000
chr1	68000000	68240000
chr1	68320000	68520000
chr1	68560000	68800000
chr1	68840000	71000000
chr1	71000000	71520000
chr1	71560000	72600000
chr1	73080000	74160000
chr1	74280000	75200000
chr1	75200000	76280000
chr1	76280000	78600000
chr1	78600000	79080000
chr1	79120000	80600000
chr1	80640000	84360000
chr1	84360000	85720000
chr1	85720000	86800000
chr1	86840000	87240000
chr1	87280000	87560000
chr1	87560000	89360000
chr1	89400000	90240000
chr1	90240000	90480000
chr1	90480000	91040000
chr1	91160000	91760000
chr1	91960000	92400000
chr1	92440000	93280000
chr1	93280000	94360000
chr1	94400000	94800000
chr1	94960000	95280000
chr1	95280000	95520000
chr1	95560000	97320000
chr1	97400000	99240000
chr1	99240000	100200000
chr1	100240000	101360000
chr1	101360000	101760000
chr1	101880000	104080000
chr1	104120000	106360000
chr1	106360000	108320000
chr1	108320000	109240000
chr1	109240000	109600000
chr1	109800000	109960000
chr1	110160000	110560000
chr1	110600000	111040000
chr1	111040000	111360000
chr1	111640000	111960000
chr1	112000000	112320000
chr1	112320000	113240000
chr1	113240000	113600000
chr1	113640000	114280000
chr1	114360000	115520000
chr1	115640000	116120000
chr1	116320000	116640000
chr1	116680000	117080000
chr1	117120000	117600000
chr1	117600000	118480000
chr1	118520000	120720000
chr1	120760000	121480000
chr1	142520000	143560000
chr1	143640000	145600000
chr1	146080000	147880000
chr1	149200000	149760000
chr1	149800000	150200000
chr1	150200000	151000000
chr1	151040000	151160000
chr1	151240000	153600000
chr1	153760000	153960000
chr1	154400000	155160000
chr1	155160000	156600000
chr1	156640000	158120000
chr1	158120000	159080000
chr1	159160000	160000000
chr1	160040000	161440000
chr1	161440000	161720000
chr1	161720000	162800000
chr1	162800000	163280000
chr1	163280000	165080000
chr1	165080000	165360000
chr1	165360000	165600000
chr1	165600000	165880000
chr1	165880000	166840000
chr1	166840000	168040000
chr1	168080000	169400000
chr1	169520000	169840000
chr1	169840000	171360000
chr1	171600000	171960000
chr1	171960000	172400000
chr1	172720000	173360000
chr1	173400000	174200000
chr1	174200000	175000000
chr1	175000000	176080000
chr1	176320000	176840000
chr1	176840000	177960000
chr1	178000000	178280000
chr1	178480000	179040000
chr1	179040000	180160000
chr1	180200000	180440000
chr1	180480000	181160000
chr1	181160000	182040000
chr1	182040000	182840000
chr1	182840000	183600000
chr1	183600000	184720000
chr1	184720000	185160000
chr1	185160000	185680000
chr1	185680000	186360000
chr1	186360000	186960000
chr1	186960000	189120000
chr1	189160000	190440000
chr1	190520000	191880000
chr1	191960000	192440000
chr1	192440000	193080000
chr1	193120000	194320000
chr1	194400000	195760000
chr1	195840000	196680000
chr1	196720000	197080000
chr1	197120000	197880000
chr1	197920000	198680000
chr1	198720000	199520000
chr1	199600000	201080000
